,Trading_Volume,Volume_weighted_avg,Open_Price,Close_Price,Highest_Price,Lowest_Price,Timestamp_Unix_Msec,Number_Transactions,ticker
144,165056,1.0717,1.07066,1.073,1.07471,1.0671,2023-05-30,165056,eurusd
145,177934,1.068,1.07316,1.06932,1.0736,1.0634,2023-05-31,177934,eurusd
146,162069,1.0713,1.06931,1.07602,1.0771,1.066,2023-06-01,162069,eurusd
147,141456,1.0749,1.07601,1.0724,1.07791,1.06986,2023-06-02,141456,eurusd
148,1,1.0723,1.0723,1.0723,1.0723,1.0723,2023-06-03,1,eurusd
149,3547,1.0702,1.07098,1.06966,1.07128,1.0693,2023-06-04,3547,eurusd
150,139185,1.07,1.06965,1.07112,1.07225,1.0673,2023-06-05,139185,eurusd
151,134071,1.0698,1.07111,1.0697,1.0733,1.06663,2023-06-06,134071,eurusd
152,143457,1.0701,1.06984,1.0706,1.07395,1.0667,2023-06-07,143457,eurusd
153,140545,1.0744,1.07068,1.07819,1.07873,1.07,2023-06-08,140545,eurusd
154,119471,1.0767,1.07817,1.0762,1.07852,1.0737,2023-06-09,119471,eurusd
155,2,1.0755,1.0758,1.0752,1.0758,1.0752,2023-06-10,2,eurusd
156,2571,1.0747,1.07449,1.07497,1.0753,1.07429,2023-06-11,2571,eurusd
157,135667,1.0757,1.07498,1.0761,1.0791,1.0731,2023-06-12,135667,eurusd
158,156158,1.0793,1.07619,1.07893,1.08236,1.0758,2023-06-13,156158,eurusd
159,154816,1.0819,1.07894,1.0842,1.0864,1.0773,2023-06-14,154816,eurusd
160,157177,1.087,1.08427,1.09453,1.0956,1.0802,2023-06-15,157177,eurusd
161,144388,1.0943,1.09454,1.0964,1.0971,1.09142,2023-06-16,144388,eurusd
162,522,1.0939,1.0963,1.0942,1.0963,1.09241,2023-06-18,522,eurusd
163,91658,1.0926,1.094,1.09236,1.0947,1.0906,2023-06-19,91658,eurusd
164,159500,1.0919,1.09237,1.09199,1.09462,1.0891,2023-06-20,159500,eurusd
165,168540,1.0936,1.09198,1.09915,1.1007,1.0905,2023-06-21,168540,eurusd
166,158294,1.0979,1.09914,1.09551,1.10118,1.0947,2023-06-22,158294,eurusd
